policy,group,group_value,trade_count,win_rate,avg_return,median_return,avg_net_pnl,total_net_pnl,max_loss,max_win,profit_factor,top_5_wins_to_total_pnl,expected_shortfall_5pct,avg_exit_day
take_profit_100pct_or_stop_loss_50pct,event_type,noise_theta_decay,348,0.3103448275862069,-0.05745641534726596,-0.12974301733221333,-1972.5252873563184,-686438.7999999988,-67133.99999999999,34270.5,0.5429712870496747,-0.22166914224545625,-17406.077777777777,4.959770114942529
take_profit_100pct_or_stop_loss_50pct,event_type,trend_vol_expansion,71,0.4225352112676056,0.09212106299864546,-0.0250499358114619,2024.9943661971865,143774.60000000024,-12505.49999999999,43996.2,1.6824133601980218,1.029484345635458,-11212.199999999992,4.901408450704225
take_profit_100pct_or_stop_loss_50pct,event_type,up_shock,7,0.7142857142857143,0.3651938882961541,0.2214053157143519,8614.028571428575,60298.200000000026,-1442.2999999999968,20160.3,25.01935946462729,1.0416330835746337,-1442.2999999999968,4.285714285714286
take_profit_30pct,event_type,down_shock,21,0.7142857142857143,0.13690389733722305,0.3,4266.020476190476,89586.43,-8845.599999999991,12228.839999999998,4.242255228747529,0.5662058416659755,-7262.349999999994,3.0476190476190474
take_profit_30pct,event_type,gap_event,23,0.391304347826087,-0.0733187171797637,-0.1058809953226756,-5418.108260869563,-124616.48999999995,-97513.49999999997,14526.27,0.4077036343457917,-0.5175381685040239,-58916.54999999999,4.043478260869565
take_profit_30pct,event_type,noise_theta_decay,348,0.31896551724137934,-0.08599544786960545,-0.1296175475902634,-2739.1420402298822,-953221.429999999,-74627.69999999998,13688.099999999997,0.36838666774539475,-0.06508103788644372,-17872.08333333333,4.833333333333333
take_profit_30pct,event_type,trend_vol_expansion,71,0.49295774647887325,0.039377694133612945,-0.0019366010272405,982.1690140845095,69734.00000000017,-12505.49999999999,13881.06,1.3595959637629753,0.8889264920985435,-11212.199999999992,4.535211267605634
take_profit_30pct,event_type,up_shock,7,0.8571428571428571,0.21892153848634835,0.2889809019419035,5684.758571428574,39793.31000000002,-1068.0999999999897,9003.200000000003,38.25616515307593,0.8839455677348779,-1068.0999999999897,3.5714285714285716
take_profit_50pct,event_type,down_shock,21,0.5238095238095238,0.10941752658881976,0.0416452643371149,3233.6404761904782,67906.45000000004,-8845.599999999991,16612.649999999998,2.7730838022376885,1.099031093511735,-7262.349999999994,4.285714285714286
take_profit_50pct,event_type,gap_event,23,0.34782608695652173,-0.05221179739658221,-0.1544952800821146,-4863.721739130432,-111865.59999999993,-97513.49999999997,24210.45,0.4927107462302125,-0.8274259468505069,-58916.54999999999,4.217391304347826
take_profit_50pct,event_type,noise_theta_decay,348,0.3103448275862069,-0.07557575292954768,-0.12974301733221333,-2457.292528735629,-855137.7999999989,-74627.69999999998,17135.25,0.43573577897287247,-0.09331139378939876,-17872.08333333333,4.916666666666667
take_profit_50pct,event_type,trend_vol_expansion,71,0.4225352112676056,0.045772440139409995,-0.0250499358114619,942.1098591549331,66889.80000000025,-12505.49999999999,23135.1,1.3174864905273513,1.3529753415318875,-11212.199999999992,4.816901408450704
take_profit_50pct,event_type,up_shock,7,0.7142857142857143,0.22233674543901125,0.2214053157143519,5794.285714285717,40560.00000000002,-1442.2999999999968,10080.15,17.156787762906404,1.06189349112426,-1442.2999999999968,4.142857142857143
take_profit_50pct_or_stop_loss_30pct,event_type,down_shock,21,0.5238095238095238,0.10941752658881976,0.0416452643371149,3233.6404761904782,67906.45000000004,-8845.599999999991,16612.649999999998,2.7730838022376885,1.099031093511735,-7262.349999999994,4.285714285714286
take_profit_50pct_or_stop_loss_30pct,event_type,gap_event,23,0.34782608695652173,-0.01096904121107541,-0.1544952800821146,-1587.4852173913016,-36512.15999999994,-35504.63999999999,24210.45,0.7484746797667947,-2.5350595527627005,-23361.719999999994,4.043478260869565
